brand,processor,ram_gb,storage_gb,storage_type,gpu,screen_size,release_year,age_years,condition,original_price,fair_price
Asus,M2,8,512,SSD,GTX 1650,14.0,2023,1,Fair,113548,27390
HP,i3,64,2048,SSD,Integrated,16.0,2022,2,Poor,142004,16276
Acer,i5,8,1024,SSD,M1 GPU,16.0,2023,1,Excellent,77636,30258
Acer,Ryzen 7,64,1024,SSD,RTX 4070,15.6,2020,4,Poor,190909,13243
Lenovo,M2,64,512,SSD,GTX 1650,14.0,2018,6,Good,168500,17038
Acer,Ryzen 9,64,256,SSD,RTX 3060,13.0,2019,5,Good,156801,20449
Dell,M2,16,1024,SSD,RTX 3060,13.0,2018,6,Good,154117,15310
Lenovo,i7,16,2048,HDD,GTX 1650,14.0,2022,2,Good,101547,27941
Dell,i5,16,256,HDD,GTX 1650,13.0,2021,3,Fair,73171,13393
Lenovo,M2,16,2048,HDD,GTX 1650,15.6,2022,2,Good,136755,38778
HP,i7,64,512,SSD,RTX 3060,16.0,2018,6,Good,149451,12965
MSI,i9,64,512,SSD,Integrated,16.0,2021,3,Good,164079,38399
MSI,i7,32,256,HDD,RTX 3050,17.0,2021,3,Excellent,111261,36766
MSI,i5,16,1024,SSD,M2 GPU,16.0,2021,3,Good,96794,22901
Lenovo,Ryzen 7,64,2048,SSD,RTX 3060,16.0,2023,1,Good,168121,52491
HP,i7,64,1024,SSD,M1 GPU,13.0,2018,6,Fair,167743,10832
Dell,i5,16,256,SSD,RTX 3050,15.6,2020,4,Fair,89415,12787
Lenovo,i7,64,2048,SSD,RTX 3050,13.0,2018,6,Good,182414,16737
Lenovo,M1,16,1024,SSD,Integrated,17.0,2020,4,Excellent,106029,27287
Acer,i5,32,2048,SSD,RTX 3050,15.6,2020,4,Excellent,130281,29942
Asus,i9,64,2048,HDD,RTX 4070,13.0,2019,5,Poor,192470,12576
Acer,i7,8,1024,SSD,M2 GPU,15.6,2018,6,Fair,104006,8000
Acer,M1,64,512,SSD,M1 GPU,15.6,2019,5,Good,157196,19083
HP,i5,8,1024,SSD,GTX 1650,16.0,2023,1,Excellent,80771,31864
Lenovo,M1,8,256,SSD,RTX 3050,13.0,2020,4,Excellent,111439,28928
Apple,i9,32,1024,HDD,M2 GPU,13.0,2023,1,Good,153984,61993
Acer,Ryzen 9,16,1024,SSD,RTX 4070,17.0,2021,3,Fair,143920,19436
Dell,M1,32,256,SSD,RTX 3060,17.0,2019,5,Good,125466,18777
Lenovo,M2,32,1024,SSD,GTX 1650,15.6,2018,6,Good,159223,15253
HP,M2,64,256,SSD,RTX 3050,14.0,2023,1,Excellent,164891,60870
HP,M2,16,512,SSD,GTX 1650,16.0,2021,3,Fair,131962,19193
Apple,Ryzen 5,16,256,SSD,RTX 3060,16.0,2018,6,Fair,96168,8413
Dell,i7,64,512,SSD,M1 GPU,16.0,2023,1,Fair,136183,33108
Apple,Ryzen 5,32,512,SSD,RTX 4070,16.0,2019,5,Good,131951,24099
Lenovo,i3,8,1024,HDD,RTX 3050,15.6,2021,3,Good,65096,15204
Asus,Ryzen 9,8,1024,SSD,RTX 3050,14.0,2018,6,Good,110665,10042
HP,i5,32,256,HDD,RTX 3060,14.0,2020,4,Good,100151,18888
Acer,i7,8,512,SSD,RTX 3060,13.0,2021,3,Poor,99265,9222
Asus,Ryzen 7,32,512,HDD,M1 GPU,16.0,2023,1,Good,105733,34868
Apple,M1,8,256,SSD,Integrated,15.6,2018,6,Good,80058,9440
Acer,i3,8,256,SSD,M2 GPU,13.0,2022,2,Good,69738,17220
MSI,Ryzen 5,8,256,HDD,GTX 1650,14.0,2023,1,Good,61871,19443
HP,i5,64,2048,SSD,GTX 1650,17.0,2022,2,Excellent,164105,49285
Dell,i5,64,1024,HDD,RTX 3060,16.0,2018,6,Good,147450,13363
MSI,Ryzen 9,64,256,SSD,M1 GPU,17.0,2022,2,Good,151385,44740
Asus,Ryzen 5,8,2048,HDD,RTX 3050,13.0,2020,4,Good,74583,13421
HP,i7,8,256,SSD,GTX 1650,13.0,2022,2,Good,76631,20670
Lenovo,Ryzen 5,8,1024,SSD,GTX 1650,14.0,2023,1,Good,78722,26113
MSI,Ryzen 5,32,256,SSD,RTX 3050,14.0,2019,5,Good,103093,15996
Apple,M2,16,256,HDD,GTX 1650,14.0,2023,1,Good,110955,45266
Dell,i5,32,2048,HDD,GTX 1650,16.0,2019,5,Good,107585,16002
Asus,M1,16,256,HDD,M1 GPU,13.0,2023,1,Good,99484,33105
Asus,Ryzen 7,32,1024,SSD,M1 GPU,17.0,2023,1,Excellent,118486,46094
Acer,Ryzen 9,32,256,HDD,RTX 4070,15.6,2021,3,Excellent,142789,36896
Acer,Ryzen 5,64,1024,SSD,GTX 1650,15.6,2023,1,Fair,127366,26566
Dell,Ryzen 9,8,512,SSD,Integrated,17.0,2018,6,Poor,96314,8000
MSI,i5,64,2048,SSD,M1 GPU,13.0,2020,4,Fair,156166,23855
Lenovo,Ryzen 5,64,512,HDD,M2 GPU,16.0,2021,3,Fair,141221,25719
HP,Ryzen 7,16,2048,SSD,RTX 3050,13.0,2022,2,Fair,111572,19780
MSI,i7,32,1024,SSD,RTX 3060,14.0,2023,1,Good,146199,53500
Dell,i3,32,256,SSD,Integrated,15.6,2019,5,Fair,69024,8000
HP,i5,8,256,SSD,RTX 3050,14.0,2023,1,Good,73253,20527
MSI,i7,64,512,SSD,RTX 3050,16.0,2022,2,Good,142152,38069
Lenovo,Ryzen 5,16,2048,SSD,GTX 1650,15.6,2023,1,Poor,107817,14767
Asus,i5,8,512,SSD,RTX 3060,14.0,2023,1,Good,94460,30990
Lenovo,M2,8,1024,SSD,RTX 3060,15.6,2021,3,Excellent,145981,43104
Dell,Ryzen 5,32,512,SSD,GTX 1650,15.6,2020,4,Good,85717,15074
Apple,M1,64,256,SSD,M1 GPU,16.0,2022,2,Good,148132,46900
Apple,M2,8,1024,SSD,RTX 3060,16.0,2021,3,Fair,145060,27968
MSI,Ryzen 9,32,256,HDD,RTX 4070,14.0,2023,1,Good,146187,47608
HP,M1,8,512,HDD,GTX 1650,13.0,2022,2,Poor,98172,11144
Acer,M2,8,2048,SSD,GTX 1650,13.0,2019,5,Good,141619,17338
Apple,i7,8,512,SSD,GTX 1650,13.0,2023,1,Good,88536,31959
HP,M2,32,512,SSD,M1 GPU,14.0,2019,5,Excellent,149337,25858
Dell,Ryzen 7,16,256,HDD,M1 GPU,16.0,2021,3,Excellent,88616,27643
Apple,Ryzen 7,16,2048,SSD,RTX 4070,17.0,2020,4,Good,141468,34525
HP,M2,16,256,HDD,RTX 3060,14.0,2020,4,Good,145058,23143
Acer,Ryzen 9,16,1024,SSD,RTX 3060,13.0,2019,5,Good,140023,16905
Acer,M2,8,256,SSD,M1 GPU,15.6,2021,3,Good,106223,20053
Acer,M2,32,256,HDD,M1 GPU,13.0,2018,6,Good,129623,11213
Acer,i5,16,1024,SSD,RTX 3050,14.0,2021,3,Excellent,90248,24479
MSI,i9,16,256,SSD,M2 GPU,14.0,2021,3,Fair,123807,22190
MSI,M2,8,256,SSD,M1 GPU,16.0,2018,6,Good,125258,13768
Lenovo,Ryzen 7,8,512,HDD,GTX 1650,13.0,2021,3,Fair,83542,12754
Lenovo,M2,32,1024,SSD,M2 GPU,16.0,2018,6,Good,166367,16231
Asus,i7,64,256,SSD,M1 GPU,14.0,2018,6,Good,155361,15804
HP,M1,8,1024,HDD,M1 GPU,17.0,2023,1,Fair,94874,21272
Asus,Ryzen 7,16,2048,SSD,Integrated,14.0,2019,5,Fair,109083,10194
HP,Ryzen 5,64,2048,SSD,Integrated,16.0,2019,5,Good,131199,17920
MSI,i7,16,512,SSD,M2 GPU,13.0,2021,3,Good,117341,26674
MSI,Ryzen 9,16,256,HDD,M2 GPU,16.0,2023,1,Good,113105,39470
Asus,i7,8,512,SSD,RTX 3060,16.0,2019,5,Poor,114706,8000
HP,Ryzen 9,16,1024,SSD,M1 GPU,17.0,2023,1,Good,110359,32419
Apple,Ryzen 5,8,1024,HDD,GTX 1650,17.0,2023,1,Good,59551,22625
MSI,i5,8,1024,SSD,RTX 3060,16.0,2022,2,Good,89366,27014
Asus,i7,8,2048,SSD,RTX 3060,16.0,2019,5,Good,132171,19577
MSI,i3,16,2048,SSD,GTX 1650,15.6,2019,5,Fair,90727,9945
Lenovo,i9,8,256,SSD,RTX 3050,14.0,2018,6,Excellent,110213,13204
Dell,Ryzen 5,8,256,SSD,M2 GPU,14.0,2019,5,Good,80577,11560
HP,i9,16,2048,SSD,RTX 3060,15.6,2018,6,Good,162378,13913
Acer,Ryzen 5,16,256,SSD,RTX 3060,16.0,2023,1,Excellent,100720,39231
Acer,i9,16,256,SSD,RTX 3050,15.6,2022,2,Good,112781,29531
MSI,i5,32,256,SSD,RTX 4070,13.0,2020,4,Good,137938,28986
MSI,Ryzen 7,8,256,SSD,M1 GPU,16.0,2018,6,Excellent,77841,10759
Dell,M2,8,256,HDD,Integrated,17.0,2021,3,Good,101310,25215
Acer,Ryzen 9,64,512,SSD,RTX 4070,16.0,2021,3,Fair,196996,28237
Apple,Ryzen 7,64,2048,SSD,RTX 3050,13.0,2019,5,Good,174757,32101
Lenovo,i3,16,2048,HDD,RTX 3060,15.6,2020,4,Fair,84503,10670
Acer,Ryzen 9,32,2048,SSD,RTX 3060,15.6,2023,1,Good,163675,43970
Acer,i7,64,1024,SSD,M1 GPU,15.6,2020,4,Poor,154522,11310
Acer,i9,8,2048,SSD,RTX 3050,14.0,2023,1,Poor,140290,17193
Asus,M1,32,512,SSD,M2 GPU,13.0,2018,6,Good,147247,14780
Acer,Ryzen 9,64,512,SSD,M1 GPU,16.0,2022,2,Good,159640,37689
Apple,i5,8,2048,SSD,RTX 3060,13.0,2023,1,Good,113627,43912
Lenovo,Ryzen 9,16,1024,SSD,M1 GPU,13.0,2019,5,Excellent,112794,19791
Apple,Ryzen 9,64,2048,HDD,M1 GPU,16.0,2023,1,Poor,180661,34239
Apple,Ryzen 5,8,2048,HDD,GTX 1650,13.0,2020,4,Good,74326,16606
Lenovo,Ryzen 9,64,512,SSD,GTX 1650,13.0,2023,1,Good,172240,54476
HP,M2,32,256,SSD,M1 GPU,13.0,2020,4,Poor,131286,11155
Lenovo,M1,64,256,SSD,RTX 3060,14.0,2020,4,Excellent,180369,38420
MSI,Ryzen 7,8,512,HDD,RTX 3050,15.6,2023,1,Good,82539,26190
Acer,Ryzen 7,8,1024,SSD,RTX 3050,17.0,2018,6,Good,92365,8000
MSI,Ryzen 9,16,256,HDD,Integrated,14.0,2020,4,Good,91876,19690
MSI,i3,8,1024,HDD,RTX 3060,17.0,2020,4,Good,78000,14218
Lenovo,i7,8,256,SSD,Integrated,15.6,2020,4,Good,67897,12879
Asus,Ryzen 9,64,512,SSD,Integrated,13.0,2021,3,Good,133699,28675
Asus,M2,64,512,SSD,Integrated,17.0,2022,2,Excellent,154092,50094
Acer,Ryzen 7,8,256,SSD,M1 GPU,16.0,2021,3,Excellent,78254,20765
MSI,i7,8,1024,SSD,M1 GPU,13.0,2018,6,Good,90606,10397
Dell,Ryzen 9,64,256,SSD,Integrated,13.0,2020,4,Poor,156630,12860
Asus,i3,32,256,SSD,RTX 4070,15.6,2022,2,Good,129986,34677
Apple,M2,64,1024,SSD,RTX 3050,14.0,2019,5,Good,204023,33964
HP,i5,16,512,HDD,M1 GPU,16.0,2020,4,Poor,76010,8000
Lenovo,Ryzen 9,16,512,SSD,GTX 1650,13.0,2021,3,Excellent,111753,35048
Dell,i9,32,1024,SSD,Integrated,14.0,2019,5,Fair,123303,11990
Lenovo,Ryzen 7,16,256,SSD,M2 GPU,13.0,2022,2,Excellent,107031,34411
Asus,i3,16,1024,SSD,M1 GPU,16.0,2019,5,Good,83737,12166
Lenovo,i5,64,512,HDD,GTX 1650,15.6,2021,3,Good,115472,26109
Acer,i9,16,1024,SSD,RTX 4070,16.0,2022,2,Excellent,172187,48324
HP,Ryzen 7,8,2048,SSD,RTX 3060,17.0,2022,2,Fair,128458,25384
Asus,i5,16,512,HDD,RTX 4070,15.6,2021,3,Good,123326,27482
HP,M2,32,256,HDD,M1 GPU,15.6,2020,4,Good,130002,23120
MSI,M1,8,512,HDD,RTX 4070,15.6,2018,6,Fair,130424,10554
Asus,i3,16,1024,HDD,GTX 1650,16.0,2022,2,Fair,63525,12322
HP,i9,32,1024,SSD,RTX 3060,14.0,2020,4,Poor,162680,12477
Apple,M2,32,1024,SSD,M2 GPU,14.0,2020,4,Good,158544,37011
Asus,M2,16,1024,HDD,RTX 3060,16.0,2021,3,Good,129937,26480
Acer,Ryzen 9,16,2048,SSD,RTX 3060,14.0,2018,6,Good,153204,12498
Apple,i9,16,2048,SSD,RTX 3060,16.0,2018,6,Good,147700,19816
Apple,Ryzen 7,8,256,SSD,Integrated,13.0,2020,4,Excellent,64749,18937
Acer,i3,16,2048,SSD,RTX 3060,14.0,2021,3,Good,103488,19147
Apple,i9,16,1024,SSD,M1 GPU,15.6,2023,1,Excellent,132646,66577
Asus,M2,16,1024,HDD,RTX 3060,17.0,2019,5,Good,148957,21383
Acer,M1,64,512,SSD,Integrated,15.6,2018,6,Good,128286,12500
HP,M2,16,1024,SSD,Integrated,13.0,2020,4,Excellent,118296,25250
Asus,i5,16,2048,HDD,RTX 3050,14.0,2020,4,Good,84543,13923
MSI,i5,32,1024,SSD,Integrated,14.0,2018,6,Good,88428,10128
Apple,i3,32,2048,SSD,GTX 1650,14.0,2019,5,Good,119241,22231
HP,Ryzen 7,8,2048,SSD,M2 GPU,14.0,2018,6,Fair,122862,8000
Asus,M1,32,1024,SSD,GTX 1650,13.0,2018,6,Good,139940,12388
Asus,M1,32,256,HDD,RTX 3050,15.6,2019,5,Good,123208,16501
Lenovo,Ryzen 7,32,2048,HDD,M2 GPU,14.0,2018,6,Poor,122141,8000
Lenovo,i9,64,1024,SSD,RTX 3050,13.0,2018,6,Excellent,167897,19964
Apple,M2,16,512,SSD,RTX 4070,14.0,2020,4,Poor,152164,15645
MSI,M2,8,1024,SSD,M2 GPU,13.0,2022,2,Poor,134802,16434
Asus,i5,64,2048,HDD,Integrated,14.0,2021,3,Good,120529,24479
Asus,i9,32,1024,HDD,RTX 4070,14.0,2019,5,Good,174229,22877
MSI,i7,32,256,SSD,M1 GPU,14.0,2022,2,Good,103572,28755
MSI,i7,32,512,HDD,RTX 3060,16.0,2019,5,Good,117829,19274
HP,Ryzen 7,32,256,HDD,Integrated,17.0,2018,6,Good,87991,8000
Apple,M1,16,1024,SSD,GTX 1650,15.6,2019,5,Good,114038,18087
Apple,i9,64,1024,SSD,GTX 1650,13.0,2019,5,Poor,177315,15027
Dell,Ryzen 9,64,1024,SSD,GTX 1650,16.0,2021,3,Fair,171849,27368
Dell,i5,64,2048,SSD,Integrated,14.0,2022,2,Good,149486,38014
HP,Ryzen 9,64,512,SSD,RTX 3050,17.0,2018,6,Excellent,178112,19442
Lenovo,M2,16,256,SSD,RTX 3050,17.0,2023,1,Good,119204,38032
Acer,M2,64,2048,SSD,M1 GPU,16.0,2018,6,Good,200635,18159
Asus,M2,16,2048,SSD,RTX 4070,16.0,2018,6,Excellent,185634,24867
Dell,M2,8,2048,HDD,RTX 3060,17.0,2019,5,Excellent,127857,24771
Lenovo,i9,64,256,HDD,RTX 3050,16.0,2022,2,Good,179275,50100
Asus,i9,8,2048,HDD,M1 GPU,13.0,2021,3,Excellent,122399,37697
Lenovo,i7,8,512,HDD,M2 GPU,14.0,2018,6,Good,90841,8249
Dell,M2,64,256,SSD,RTX 3050,16.0,2021,3,Excellent,176429,46596
HP,i9,16,1024,SSD,GTX 1650,15.6,2018,6,Good,127388,10963
HP,i7,32,2048,HDD,RTX 4070,16.0,2018,6,Fair,143769,10057
MSI,i9,64,1024,HDD,RTX 4070,13.0,2022,2,Good,218084,66350
Asus,Ryzen 5,8,512,SSD,RTX 3050,16.0,2023,1,Excellent,84737,31516
Lenovo,i3,8,512,SSD,M1 GPU,15.6,2021,3,Good,72562,17553
Asus,Ryzen 7,32,1024,HDD,M1 GPU,13.0,2019,5,Excellent,106422,20518
Acer,M2,64,512,SSD,M1 GPU,15.6,2020,4,Good,186709,30558
Lenovo,Ryzen 9,32,512,SSD,RTX 4070,14.0,2020,4,Good,169165,30648
Acer,i5,32,512,SSD,M2 GPU,16.0,2020,4,Excellent,105732,21287
Lenovo,i7,64,2048,SSD,Integrated,15.6,2021,3,Excellent,154666,44183
Acer,i9,16,256,HDD,GTX 1650,17.0,2021,3,Good,100251,21002
Acer,Ryzen 9,8,512,SSD,Integrated,16.0,2019,5,Good,84126,9954
MSI,Ryzen 9,32,1024,SSD,GTX 1650,14.0,2021,3,Good,131504,30865
Apple,i3,16,1024,HDD,M1 GPU,17.0,2020,4,Poor,65913,8000
HP,Ryzen 5,32,2048,HDD,RTX 4070,15.6,2018,6,Fair,143104,9931
MSI,Ryzen 7,32,2048,HDD,GTX 1650,14.0,2018,6,Excellent,103612,13381
MSI,i7,16,512,SSD,RTX 4070,16.0,2020,4,Good,144329,28610
Acer,Ryzen 9,16,512,HDD,RTX 4070,15.6,2018,6,Fair,157518,10746
Dell,i9,64,2048,SSD,GTX 1650,17.0,2020,4,Good,178275,31943
Lenovo,i9,32,256,SSD,M2 GPU,15.6,2021,3,Excellent,147940,40681
Dell,Ryzen 7,64,256,SSD,M2 GPU,16.0,2023,1,Good,147608,45819
MSI,M1,64,512,SSD,M1 GPU,14.0,2019,5,Fair,148945,16885
MSI,Ryzen 5,64,1024,HDD,Integrated,17.0,2018,6,Good,110506,10869
Apple,i7,16,2048,SSD,M1 GPU,13.0,2023,1,Good,125067,51110
MSI,i5,64,256,HDD,Integrated,14.0,2021,3,Good,102694,23507
Asus,Ryzen 5,32,512,SSD,M2 GPU,13.0,2018,6,Good,113124,11486
Apple,Ryzen 9,64,256,HDD,RTX 3060,17.0,2018,6,Excellent,161834,26492
Asus,i7,16,256,SSD,GTX 1650,16.0,2022,2,Good,92864,25419
Dell,Ryzen 7,32,512,HDD,RTX 3060,14.0,2022,2,Good,118806,32082
Acer,Ryzen 5,64,2048,HDD,Integrated,17.0,2023,1,Good,123758,33475
Dell,i7,64,256,HDD,Integrated,16.0,2019,5,Good,131339,18288
Lenovo,i9,32,512,SSD,GTX 1650,13.0,2022,2,Excellent,120062,40151
Apple,Ryzen 9,16,2048,SSD,GTX 1650,14.0,2022,2,Good,140232,46668
Dell,i7,64,256,SSD,GTX 1650,17.0,2021,3,Good,145829,36580
HP,i3,32,2048,SSD,M1 GPU,16.0,2018,6,Good,124867,11969
Lenovo,M1,16,1024,SSD,M1 GPU,15.6,2018,6,Good,107884,10245
Asus,i7,32,1024,SSD,M1 GPU,15.6,2022,2,Good,120459,32535
Apple,i5,16,2048,SSD,RTX 3050,13.0,2023,1,Excellent,102209,45597
Apple,Ryzen 5,16,1024,HDD,GTX 1650,13.0,2019,5,Excellent,67091,14973
Lenovo,i7,64,2048,SSD,GTX 1650,16.0,2018,6,Good,165383,17484
Apple,Ryzen 9,16,1024,SSD,RTX 4070,17.0,2021,3,Excellent,158281,54668
HP,i3,8,256,SSD,RTX 4070,14.0,2021,3,Good,97035,19015
Apple,M1,32,1024,HDD,M2 GPU,15.6,2023,1,Fair,129465,35186
Acer,M2,32,2048,SSD,GTX 1650,17.0,2023,1,Excellent,170244,61934
Dell,i9,16,512,SSD,Integrated,15.6,2019,5,Good,103044,15768
Acer,i9,16,2048,SSD,RTX 3060,16.0,2020,4,Fair,154217,18928
MSI,i7,16,256,SSD,GTX 1650,14.0,2019,5,Excellent,95618,19093
HP,M1,32,2048,SSD,Integrated,14.0,2023,1,Good,144781,40045
Apple,Ryzen 5,16,512,HDD,RTX 4070,15.6,2018,6,Good,102980,13193
HP,i9,16,1024,SSD,GTX 1650,13.0,2020,4,Fair,131857,16484
Apple,M2,32,2048,SSD,Integrated,16.0,2018,6,Good,153784,20659
MSI,M2,8,2048,SSD,M1 GPU,15.6,2022,2,Good,144726,38706
Dell,i3,32,256,SSD,GTX 1650,14.0,2022,2,Good,87824,23171
HP,M1,64,512,HDD,Integrated,13.0,2019,5,Excellent,138465,24329
MSI,M2,32,1024,SSD,RTX 3060,15.6,2021,3,Good,152985,34866
HP,i5,16,512,SSD,Integrated,14.0,2020,4,Fair,73736,9630
Asus,Ryzen 7,64,1024,SSD,RTX 3050,13.0,2023,1,Good,166531,54416
HP,M2,8,1024,HDD,RTX 3060,14.0,2021,3,Fair,123715,20053
MSI,i7,8,2048,SSD,GTX 1650,14.0,2019,5,Fair,104392,11586
MSI,i7,32,256,SSD,Integrated,13.0,2022,2,Good,86746,27059
Acer,i9,64,512,SSD,GTX 1650,14.0,2022,2,Good,177867,42846
Apple,Ryzen 9,64,512,HDD,M2 GPU,17.0,2023,1,Good,170566,66178
HP,i7,64,512,SSD,RTX 3060,14.0,2020,4,Good,154830,25745
Asus,Ryzen 5,16,512,HDD,RTX 3050,16.0,2021,3,Excellent,73091,21888
MSI,M2,64,512,HDD,Integrated,14.0,2018,6,Poor,143228,8000
HP,i7,32,2048,SSD,Integrated,13.0,2019,5,Excellent,127724,21484
Dell,M2,64,2048,SSD,RTX 4070,13.0,2022,2,Good,217850,59999
Acer,i7,16,512,SSD,RTX 3050,14.0,2018,6,Fair,109685,8000
HP,i9,64,2048,SSD,Integrated,17.0,2021,3,Excellent,162737,39524
Acer,Ryzen 7,64,512,SSD,M2 GPU,15.6,2018,6,Fair,156309,10732
Dell,i9,16,512,HDD,M2 GPU,15.6,2020,4,Excellent,129846,33056
Acer,i5,32,1024,HDD,Integrated,15.6,2023,1,Good,82507,22211
Asus,M2,32,1024,SSD,GTX 1650,16.0,2018,6,Good,156666,14080
Asus,Ryzen 9,8,2048,HDD,Integrated,17.0,2020,4,Good,97174,17855
Lenovo,M2,16,256,SSD,M1 GPU,16.0,2021,3,Good,120090,24855
Acer,i3,8,2048,HDD,M1 GPU,16.0,2018,6,Good,64772,8000
Apple,Ryzen 5,8,512,SSD,M2 GPU,17.0,2018,6,Good,81416,10285
Lenovo,i9,16,256,HDD,RTX 3060,16.0,2019,5,Fair,129193,13415
Apple,Ryzen 9,32,512,HDD,RTX 4070,17.0,2018,6,Good,158051,18424
Dell,Ryzen 9,64,1024,SSD,RTX 3050,14.0,2022,2,Excellent,183498,64308
HP,i7,16,1024,SSD,M1 GPU,16.0,2020,4,Good,101487,18802
MSI,Ryzen 7,8,2048,HDD,M1 GPU,15.6,2018,6,Good,84010,9812
Lenovo,i5,16,1024,SSD,GTX 1650,13.0,2019,5,Fair,81924,8152
Acer,Ryzen 7,64,512,SSD,M1 GPU,17.0,2020,4,Excellent,145037,30446
Apple,i9,8,512,SSD,RTX 3050,17.0,2021,3,Good,120100,31214
Dell,i7,16,2048,SSD,GTX 1650,16.0,2022,2,Fair,115077,22540
Asus,Ryzen 7,64,1024,SSD,Integrated,17.0,2021,3,Excellent,144741,44662
HP,i7,8,2048,SSD,RTX 3060,16.0,2018,6,Fair,126249,8902
Apple,Ryzen 7,32,512,HDD,M1 GPU,13.0,2023,1,Poor,96392,17433
HP,i7,32,256,SSD,RTX 3050,16.0,2019,5,Good,106293,14070
Asus,Ryzen 9,8,512,HDD,M1 GPU,16.0,2023,1,Excellent,92014,35398
Apple,Ryzen 5,32,256,HDD,M1 GPU,13.0,2020,4,Good,84402,20914
Lenovo,Ryzen 9,16,256,SSD,RTX 3050,16.0,2019,5,Good,106913,14080
HP,i9,32,512,SSD,RTX 3060,16.0,2022,2,Excellent,162096,51478
Lenovo,Ryzen 7,8,512,HDD,Integrated,14.0,2022,2,Excellent,61625,21778
MSI,Ryzen 5,16,2048,SSD,Integrated,14.0,2021,3,Poor,90303,9334
MSI,M2,32,256,HDD,RTX 3050,15.6,2018,6,Excellent,151593,18922
MSI,i3,8,512,HDD,GTX 1650,17.0,2019,5,Excellent,56308,10061
Dell,M1,32,2048,HDD,RTX 4070,15.6,2018,6,Good,159795,16236
MSI,i7,32,512,SSD,Integrated,17.0,2020,4,Poor,92695,8605
Apple,i5,64,2048,SSD,Integrated,13.0,2022,2,Poor,136015,18923
MSI,Ryzen 9,64,2048,SSD,RTX 3060,16.0,2023,1,Good,184025,68000
Apple,Ryzen 5,16,1024,SSD,M2 GPU,13.0,2020,4,Excellent,99773,29283
Dell,i7,8,2048,HDD,GTX 1650,15.6,2022,2,Fair,84361,16601
Lenovo,Ryzen 5,64,256,SSD,M2 GPU,13.0,2020,4,Good,121994,23712
MSI,Ryzen 9,8,256,HDD,M2 GPU,14.0,2021,3,Good,112690,27610
Dell,Ryzen 9,8,2048,HDD,RTX 4070,13.0,2019,5,Good,142053,20839
Acer,i7,8,256,SSD,M1 GPU,13.0,2022,2,Fair,87448,14894
Apple,M2,32,2048,SSD,RTX 3050,14.0,2022,2,Good,190643,69255
Asus,Ryzen 7,16,1024,HDD,RTX 3060,16.0,2021,3,Good,101966,23030
Apple,Ryzen 7,64,512,HDD,RTX 4070,14.0,2018,6,Good,182125,24486
Asus,M1,32,512,SSD,RTX 3060,16.0,2021,3,Excellent,152162,45606
MSI,M1,32,2048,SSD,M1 GPU,15.6,2022,2,Good,150706,40901
Apple,i3,16,1024,SSD,M1 GPU,16.0,2022,2,Fair,85888,20288
Apple,i3,8,256,SSD,RTX 3060,16.0,2020,4,Excellent,82677,25741
Dell,Ryzen 5,16,1024,SSD,Integrated,14.0,2022,2,Good,73523,21621
Apple,i7,64,1024,SSD,RTX 3050,17.0,2022,2,Poor,147553,22759
Apple,i9,32,256,SSD,RTX 4070,17.0,2022,2,Good,159472,53247
Lenovo,i5,32,2048,SSD,RTX 3060,14.0,2021,3,Good,134064,32210
MSI,i3,8,1024,SSD,RTX 3050,14.0,2019,5,Good,72606,12109
Acer,M2,64,512,SSD,RTX 4070,13.0,2021,3,Good,216596,41404
Dell,Ryzen 9,16,256,SSD,GTX 1650,14.0,2018,6,Good,103570,10377
Asus,M1,32,256,HDD,RTX 3060,15.6,2019,5,Excellent,129099,24295
Asus,M2,8,256,SSD,RTX 3060,14.0,2023,1,Fair,136227,32609
MSI,M1,16,1024,HDD,Integrated,13.0,2018,6,Fair,98981,8000
Asus,Ryzen 9,8,512,SSD,Integrated,16.0,2022,2,Good,92257,23288
Dell,i3,32,2048,SSD,M1 GPU,16.0,2023,1,Fair,121252,29029
Lenovo,Ryzen 7,8,512,HDD,RTX 3050,13.0,2020,4,Excellent,79342,19732
Apple,Ryzen 9,8,1024,SSD,GTX 1650,13.0,2018,6,Good,103339,12885
Dell,Ryzen 9,8,1024,SSD,RTX 3050,14.0,2021,3,Good,109756,25910
Lenovo,M2,8,1024,HDD,RTX 4070,16.0,2020,4,Fair,155550,20116
HP,i9,16,512,SSD,Integrated,15.6,2022,2,Good,94007,21332
Asus,Ryzen 7,32,256,SSD,Integrated,16.0,2022,2,Good,89177,24330
Asus,Ryzen 9,8,1024,SSD,RTX 4070,16.0,2023,1,Good,134859,39180
Asus,i9,8,2048,SSD,RTX 3060,15.6,2022,2,Excellent,145752,44912
Dell,i5,32,512,SSD,M2 GPU,16.0,2020,4,Good,103428,20981
MSI,i3,32,1024,SSD,M2 GPU,14.0,2023,1,Good,100326,35797
Asus,Ryzen 9,8,256,SSD,M2 GPU,17.0,2022,2,Fair,113087,22344
Apple,i5,32,512,SSD,RTX 4070,17.0,2023,1,Fair,138486,40440
Lenovo,M2,32,1024,SSD,GTX 1650,14.0,2019,5,Good,137257,17888
HP,Ryzen 7,8,1024,SSD,RTX 3050,17.0,2023,1,Excellent,93507,34929
Dell,M1,32,2048,HDD,M1 GPU,14.0,2018,6,Excellent,140806,18819
HP,Ryzen 7,64,1024,SSD,GTX 1650,17.0,2018,6,Fair,146003,9840
